a_sf1,a_sf2,a_sf3,beam,e_ch_tes,eta,eta_field_tot,eta_field1,eta_field2,eta_field3,eta_therm,eta_rec_therm1,eta_rec_therm2,eta_rec_therm3,m_dot_rec,m_dot_rec1,m_dot_rec2,m_dot_rec3,p_cycle,p_out_net,q_ch_tes,q_dc_tes,q_dot_hx1,q_dot_hx2,q_dot_hx3,q_dot_rec_inc,q_dot_rec_inc1,q_dot_rec_inc2,q_dot_rec_inc3,t_hx_tes_out1,t_hx_tes_out2,t_hx_tes_out3,t_pc_in,t_pc_out,t_rec_in1,t_rec_in2,t_rec_in3,t_rec_out1,t_rec_out2,t_rec_out3,t_tes_cold,t_tes_hot,tdry
m2,m2,m2,W/m2,MWh,-,-,-,-,-,-,-,-,-,kg/s,kg/s,kg/s,kg/s,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,C,C,C,C,C,C,C,C,C,C,C,C,C,C
511621.680000,549360.124444,702952.480000,200.999996,0,0,0.511308,0.643353,0.537689,0.394586,0.134980,0.139527,0.134429,0.130983,43.328390,43.328425,37.144514,33.929662,0,-2.239637,0,0,9.303829,7.989293,7.304821,43.160751,15.751513,14.135551,13.273684,590.403281,590.470990,590.509948,690.402431,537.499991,561.199983,560.851745,560.784028,601.388385,601.388385,601.388385,549.826962,658.965399,11
496853.973333,592489.564444,674612.195556,60,0,0,0,0,0,0,-nan(ind),0.267854,0.284344,0.281964,0,0,0,0,0,-0.606175,0,0,0,0,0,0,0,0,0,549.815660,549.815660,549.815660,700,537.500000,0,0,0,0,0,0,549.753472,657.199722,12
492198.453333,636125.662222,635614.755556,511,76.152422,0.114449,0.533810,0.671478,0.474114,0.486948,0.599430,0.605379,0.594865,0.598046,483.151091,483.151478,432.573156,445.635073,26.067125,19.938177,336.668403,176.543008,102.309017,91.738401,94.470477,383.897733,134.746480,122.962191,126.189058,683.650972,683.852882,683.798854,689.887431,531.134227,562.053134,561.911102,561.709210,695.878134,695.878134,695.878134,549.425634,691.431024,11.000000
500329.102222,674286.222222,589329.991111,0,0.000000,0.413434,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,50.003255,48.266701,0,122.479948,0,0,0,0,0,0,0,549.001736,549.001736,549.001736,692.889097,535.869653,0,0,0,0,0,0,548.784375,702.722639,10
514783.253333,698968.035556,550183.644444,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.784375,548.784375,548.784375,700,537.500000,0,0,0,0,0,0,548.721979,701.120069,9
522285.404444,676959.288889,564726.684444,27,0.000000,0,0.444749,0.536974,0.311020,0.519762,0,0,0,0,0,0,0,0,0,-1.939760,0,0,0,0,0,0,0,0,0,548.721979,548.721979,548.721979,700,537.500000,561.200000,561.200000,561.200000,561.200000,561.200000,561.200000,548.659444,699.518958,8
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.659444,548.659444,548.659444,700,537.500000,0,0,0,0,0,0,548.596806,697.919236,7
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.596806,548.596806,548.596806,700,537.500000,0,0,0,0,0,0,548.534167,696.323194,7
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.534167,548.534167,548.534167,700,537.500000,0,0,0,0,0,0,548.471563,694.730833,7
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.471563,548.471563,548.471563,700,537.500000,0,0,0,0,0,0,548.408958,693.142153,7
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.408958,548.408958,548.408958,700,537.500000,0,0,0,0,0,0,548.346354,691.557083,7
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.346354,548.346354,548.346354,700,537.500000,0,0,0,0,0,0,548.283750,689.975764,7
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.283750,548.283750,548.283750,700,537.500000,0,0,0,0,0,0,548.221285,688.400347,8
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.221285,548.221285,548.221285,700,537.500000,0,0,0,0,0,0,548.158819,686.828611,8
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.158819,548.158819,548.158819,700,537.500000,0,0,0,0,0,0,548.096458,685.262778,9
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.096458,548.096458,548.096458,700,537.500000,0,0,0,0,0,0,548.034132,683.700625,9
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.034132,548.034132,548.034132,700,537.500000,0,0,0,0,0,0,547.971806,682.142014,9
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.971806,547.971806,547.971806,700,537.500000,0,0,0,0,0,0,547.909375,680.584722,8
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.909375,547.909375,547.909375,700,537.500000,0,0,0,0,0,0,547.846840,679.028750,7
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.846840,547.846840,547.846840,700,537.500000,0,0,0,0,0,0,547.784167,677.474028,6
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.784167,547.784167,547.784167,700,537.500000,0,0,0,0,0,0,547.721528,675.922917,6
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.721528,547.721528,547.721528,700,537.500000,0,0,0,0,0,0,547.658993,674.377639,7
535793.884444,563097.671111,665131.733333,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.658993,547.658993,547.658993,700,537.500000,0,0,0,0,0,0,547.596597,672.838264,8
518196.302222,547282.311111,698527.146667,9,0.000000,0,0.462894,0.568825,0.527962,0.333331,0,0,0,0,0,0,0,0,0,-1.939840,0,0,0,0,0,0,0,0,0,547.596597,547.596597,547.596597,700,537.500000,561.200000,561.200000,561.200000,561.200000,561.200000,561.200000,547.534201,671.302500,8
511378.880000,549285.546667,703269.404444,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,-0.606150,0,0,0,0,0,0,0,0,0,547.534201,547.534201,547.534201,700,537.500000,0,0,0,0,0,0,547.471944,669.772569,9
496634.417778,592318.720000,675002.951111,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.471944,547.471944,547.471944,700,537.500000,0,0,0,0,0,0,547.409792,668.248472,10
492009.280000,635897.386667,636032.497778,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.409792,547.409792,547.409792,700,537.500000,0,0,0,0,0,0,547.347639,666.727847,10
499895.608889,674164.480000,589885.226667,2,0.000000,0,0.528475,0.664526,0.430301,0.525380,0,0,0,0,0,0,0,0,0,-1.939680,0,0,0,0,0,0,0,0,0,547.347639,547.347639,547.347639,700,537.500000,561.200000,561.200000,561.200000,561.200000,561.200000,561.200000,547.285521,665.210833,10
514442.453333,699238.755556,550252.764444,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,-0.606175,0,0,0,0,0,0,0,0,0,547.285521,547.285521,547.285521,700,537.500000,0,0,0,0,0,0,547.223264,663.694931,9
521715.662222,678057.102222,564197.475556,174,0.000000,0,0.446331,0.539289,0.312194,0.521581,0,0,0,0,0,0,0,0,0,-1.939680,0,0,0,0,0,0,0,0,0,547.223264,547.223264,547.223264,700,537.500000,561.200000,561.200000,561.200000,561.200000,561.200000,561.200000,547.160903,662.180278,8
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.160903,547.160903,547.160903,700,537.500000,0,0,0,0,0,0,547.098472,660.666736,7
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.098472,547.098472,547.098472,700,537.500000,0,0,0,0,0,0,547.035903,659.154444,6
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.035903,547.035903,547.035903,700,537.500000,0,0,0,0,0,0,546.973333,657.645625,6
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.973333,546.973333,546.973333,700,537.500000,0,0,0,0,0,0,546.910764,656.140347,6
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.910764,546.910764,546.910764,700,537.500000,0,0,0,0,0,0,546.848125,654.636181,5
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.848125,546.848125,546.848125,700,537.500000,0,0,0,0,0,0,546.785451,653.135486,5
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.785451,546.785451,546.785451,700,537.500000,0,0,0,0,0,0,546.722813,651.638264,5
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.722813,546.722813,546.722813,700,537.500000,0,0,0,0,0,0,546.660174,650.144514,5
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.660174,546.660174,546.660174,700,537.500000,0,0,0,0,0,0,546.597535,648.654236,5
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.597535,546.597535,546.597535,700,537.500000,0,0,0,0,0,0,546.534931,647.167361,5
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.534931,546.534931,546.534931,700,537.500000,0,0,0,0,0,0,546.472292,645.683889,5
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.472292,546.472292,546.472292,700,537.500000,0,0,0,0,0,0,546.409688,644.203889,5
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.409688,546.409688,546.409688,700,537.500000,0,0,0,0,0,0,546.347083,642.727292,5
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.347083,546.347083,546.347083,700,537.500000,0,0,0,0,0,0,546.284479,641.254167,5
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.284479,546.284479,546.284479,700,537.500000,0,0,0,0,0,0,546.221910,639.784375,5
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.221910,546.221910,546.221910,700,537.500000,0,0,0,0,0,0,546.159306,638.317986,5
535645.937778,563296.840000,665079.866667,719,25.784054,0.050119,0.333404,0.387134,0.403906,0.230420,0.507744,0.515368,0.526209,0.481654,397.639768,358.731092,397.640086,245.493922,11.624533,6.439675,252.968351,144.837869,77.591904,85.888659,53.360219,293.632058,103.530132,113.591380,76.510551,665.277266,665.111354,665.861806,616.843438,533.328459,560.478255,559.290560,559.456432,678.411832,678.411832,678.411832,546.105430,672.748828,6.000000
517932.444444,547228.835556,698843.306667,115,45.001185,0,0,0,0,0,-nan(ind),0.409192,0.432124,0.377087,0,0,0,0,0,-0.606175,0,0,0,0,0,0,0,0,0,545.838056,545.838056,545.838056,700,537.500000,0,0,0,0,0,0,545.774583,691.118958,8
511110.177778,549232.253333,703590.897778,806.999983,339.846054,0.215405,0.511723,0.643618,0.538999,0.394618,0.700827,0.708708,0.699895,0.693878,884.850410,884.851118,778.464188,722.466415,48.551306,39.825677,598.106892,227.809125,189.875269,167.367266,155.498628,633.511573,230.876800,207.769324,194.865440,693.844288,694.128715,694.291701,694.929123,530.137882,561.474297,559.986693,559.702266,708.003585,708.003585,708.003585,545.582517,708.592300,9.000000
496398.364444,592162.346667,675395.768889,655,719.266597,0.445350,0.530225,0.666618,0.514185,0.444042,0.787037,0.794150,0.784291,0.782669,798.004543,798.005182,723.560085,710.221289,100.073446,91.912986,562.880347,224.981024,172.350955,156.492622,153.648316,612.617244,216.744693,199.435164,196.437387,716.606181,716.847500,716.892847,699.491806,522.204931,559.076389,558.693958,558.452674,730,730,730,544.009688,713.783958,9
491822.080000,635674.524444,636442.880000,565,898.254236,0.445625,0.534422,0.671854,0.475515,0.487055,0.770063,0.776088,0.765239,0.768862,668.906272,668.906807,598.920420,616.169066,100.021910,92.639245,479.572639,225.544688,145.832483,130.774939,134.488550,532.618489,186.694347,170.784018,175.140124,716.948125,717.213819,717.146042,699.985417,522.747986,558.345660,557.061563,556.795833,730,730,730,542.750729,714.484028,9
499448.746667,674052.622222,590443.946667,791,1146.552153,0.445618,0.528890,0.664875,0.431049,0.525558,0.802996,0.796522,0.802343,0.810124,1128.942854,1128.943757,845.854464,908.239660,100.187014,89.458863,734.092986,261.420295,245.869635,185.018924,198.456319,737.950293,262.668196,229.824818,245.457262,715.522500,716.275208,716.093056,699.608958,592.063403,583.388194,557.228264,556.475556,730,730,730,554.630312,714.748889,9
514067.235556,699498.453333,550367.324444,469,1241.342778,0.446162,0.506152,0.634709,0.378758,0.547988,0.725509,0.742646,0.705710,0.728170,541.788128,541.788562,424.699955,497.260250,99.944175,93.514036,353.079792,222.505608,111.775017,87.900790,102.706389,418.731947,153.026684,124.257244,141.448009,718.162569,718.688958,718.350556,701.299583,524.227604,563.836806,566.467708,565.941354,730,730,730,551.663403,715.177153,8
521128.817778,679178.453333,563661.724444,0,1046.680208,0.490923,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.815130,101.430582,0,213.493420,0,0,0,0,0,0,0,551.663403,551.663403,551.663403,702.426875,528.456076,0,0,0,0,0,0,549.984792,715.020764,7
533697.208889,591671.573333,638527.146667,0,851.417917,0.491469,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.896406,102.118038,0,213.468854,0,0,0,0,0,0,0,549.984792,549.984792,549.984792,702.257917,528.310729,0,0,0,0,0,0,548.710833,714.834861,5
0,0,0,0,655.450764,0.492128,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.994592,102.216224,0,213.439375,0,0,0,0,0,0,0,548.710833,548.710833,548.710833,702.053750,528.135000,0,0,0,0,0,0,547.701806,714.606181,4
0,0,0,0,458.615208,0.492960,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,104.118368,102.340009,0,213.402535,0,0,0,0,0,0,0,547.701806,547.701806,547.701806,701.796042,527.913194,0,0,0,0,0,0,546.872778,714.309653,4
0,0,0,0,260.612031,0.494090,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,104.286189,102.507830,0,213.353108,0,0,0,0,0,0,0,546.872778,546.872778,546.872778,701.446389,527.612014,0,0,0,0,0,0,546.166319,713.886458,3
0,0,0,0,60.624870,0.495866,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,104.549366,102.771024,0,213.276875,0,0,0,0,0,0,0,546.166319,546.166319,546.166319,700.897292,527.138576,0,0,0,0,0,0,545.536319,713.141458,3
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,-0.529004,0,60.379071,0,0,0,0,0,0,0,545.536319,545.536319,545.536319,703.065486,537.500000,0,0,0,0,0,0,545.507465,711.804861,3
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.507465,545.507465,545.507465,700,537.500000,0,0,0,0,0,0,545.444618,710.165208,2
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.444618,545.444618,545.444618,700,537.500000,0,0,0,0,0,0,545.381667,708.527014,1
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.381667,545.381667,545.381667,700,537.500000,0,0,0,0,0,0,545.318715,706.892569,1
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.318715,545.318715,545.318715,700,537.500000,0,0,0,0,0,0,545.255799,705.261944,1
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.255799,545.255799,545.255799,700,537.500000,0,0,0,0,0,0,545.192847,703.635069,1
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.192847,545.192847,545.192847,700,537.500000,0,0,0,0,0,0,545.129931,702.012014,1
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.129931,545.129931,545.129931,700,537.500000,0,0,0,0,0,0,545.067014,700.392639,1
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.067014,545.067014,545.067014,700,537.500000,0,0,0,0,0,0,545.003993,698.774653,0
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.003993,545.003993,545.003993,700,537.500000,0,0,0,0,0,0,544.940972,697.160486,0
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.940972,544.940972,544.940972,700,537.500000,0,0,0,0,0,0,544.878056,695.552361,1
535488.142222,563513.706667,665020.160000,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.878056,544.878056,544.878056,700,537.500000,0,0,0,0,0,0,544.815521,693.954792,4
517646.062222,547162.035556,699195.280000,861.999991,256.113012,0.156553,0.463502,0.569469,0.529406,0.333476,0.683515,0.690643,0.690681,0.669220,824.826904,824.827564,798.160441,622.198700,35.255408,27.112920,566.060660,199.003333,178.053880,172.381662,134.868064,600.652836,216.558587,212.802791,171.291440,690.780451,690.852205,691.384063,697.714071,531.658655,561.369158,559.134002,559.062248,705.059210,705.059210,705.059210,544.779540,708.940174,6
510815.857778,549200.782222,703916.160000,507,383.183194,0.445937,0.511973,0.643788,0.539702,0.394684,0.736221,0.725356,0.746179,0.737127,685.520119,685.520667,515.503464,475.485615,100.199661,92.165851,426.161632,253.339549,148.983316,112.473064,103.853229,457.864782,166.730489,150.277120,140.857156,716.925486,717.601528,717.787222,700.082847,592.527361,590.501250,557.613056,556.937014,730,730,730,552.135868,713.942361,7
496147.022222,592020.053333,675789.866667,909,822.319028,0.446134,0.530484,0.666744,0.514896,0.444101,0.816836,0.819664,0.816125,0.814719,1251.647763,1251.648764,1093.187166,1072.206132,100.284818,89.032439,825.382153,236.803854,258.671736,226.400000,222.120851,850.597547,300.699911,277.089493,272.808196,715.979306,716.325000,716.373819,700.620069,558.894722,574.117500,566.156597,565.810903,730,730,730,553.996042,714.913056,9
491638.293333,635456.853333,636844.800000,917,1271.546806,0.446284,0.534757,0.672052,0.476244,0.487150,0.817396,0.819149,0.815033,0.818005,1277.451457,1277.452479,1105.183778,1134.551663,100.349809,88.819479,840.605139,237.603490,261.190851,226.480174,232.404236,864.986311,302.982827,277.514116,284.489351,716.072708,716.439792,716.374028,701.030069,562.177569,576.225451,567.923299,567.556250,730,730,730,556.899826,715.257708,10
498990.328889,673950.435556,591004.622222,891,1700.655000,0.446474,0.529319,0.665226,0.431813,0.525762,0.811481,0.815550,0.805729,0.813164,1248.749432,1248.750431,1037.432060,1114.734482,100.432352,89.220174,800.291944,234.807743,251.247622,209.331024,224.681215,831.917653,295.759858,259.299253,276.858578,716.358333,716.817083,716.640903,701.550833,559.406319,577.125139,570.541493,570.082778,730,730,730,559.987465,715.504583,10
513656.497778,699743.928889,550531.733333,487,1707.823750,0.446895,0.506953,0.635730,0.379653,0.548604,0.713873,0.707158,0.706075,0.728387,673.199565,673.200104,457.569591,533.867331,100.614939,92.601267,389.001007,247.577986,134.288411,91.754280,106.835000,435.490311,159.028284,129.376480,147.085564,718.048264,718.878403,718.553472,702.702708,594.870903,597.977083,571.939201,571.109097,730,730,730,576.976354,715.772639,9
520526.506667,680320.924444,563120.391111,311,1668.454028,0.446886,0.449564,0.544016,0.314602,0.525308,0.600563,0.633653,0.547426,0.620608,312.647348,278.236134,200.289345,312.647598,99.996354,95.078099,168.396875,218.461250,50.587817,36.554518,56.764514,246.628107,88.067351,66.563391,91.997351,720.875556,721.423611,720.673403,703.008958,525.903750,571.200000,586.100764,585.552778,730,730,730,567.179965,715.985278,7
533788.088889,593172.764444,636951.751111,0,1474.259444,0.488279,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.419922,101.035373,0,213.614896,0,0,0,0,0,0,0,567.179965,567.179965,567.179965,703.247222,529.160938,0,0,0,0,0,0,561.606701,715.868264,5
0,0,0,0,1279.605417,0.488678,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.479557,101.701163,0,213.596354,0,0,0,0,0,0,0,561.606701,561.606701,561.606701,703.123542,529.054757,0,0,0,0,0,0,557.957535,715.735347,3
0,0,0,0,1084.439236,0.489134,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.547769,101.769384,0,213.575226,0,0,0,0,0,0,0,557.957535,557.957535,557.957535,702.982083,528.933229,0,0,0,0,0,0,555.373125,715.582014,2
0,0,0,0,888.689028,0.489666,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.627344,101.848958,0,213.550712,0,0,0,0,0,0,0,555.373125,555.373125,555.373125,702.816944,528.791354,0,0,0,0,0,0,553.437639,715.400833,1
0,0,0,0,692.255833,0.490304,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.722752,101.944375,0,213.521510,0,0,0,0,0,0,0,553.437639,553.437639,553.437639,702.618819,528.621076,0,0,0,0,0,0,551.924861,715.180000,1
0,0,0,0,494.987882,0.491103,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.841840,102.063464,0,213.485330,0,0,0,0,0,0,0,551.924861,551.924861,551.924861,702.371389,528.408333,0,0,0,0,0,0,550.699896,714.896875,1
0,0,0,0,296.620521,0.492168,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,104.000590,102.222231,0,213.437587,0,0,0,0,0,0,0,550.699896,550.699896,550.699896,702.041250,528.124271,0,0,0,0,0,0,549.675243,714.501944,1
0,0,0,0,96.510998,0.493784,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,104.240816,102.462457,0,213.366406,0,0,0,0,0,0,0,549.675243,549.675243,549.675243,701.540972,527.693507,0,0,0,0,0,0,548.786250,713.843194,0
0,0,0,0,0,0.441359,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,50.003099,49.158142,0,115.085477,0,0,0,0,0,0,0,548.786250,548.786250,548.786250,700.892292,502.827361,0,0,0,0,0,0,547.419965,712.622639,0
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.419965,547.419965,547.419965,700,537.500000,0,0,0,0,0,0,547.356667,710.976458,0
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.356667,547.356667,547.356667,700,537.500000,0,0,0,0,0,0,547.293368,709.334028,0
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.293368,547.293368,547.293368,700,537.500000,0,0,0,0,0,0,547.230104,707.695486,0
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.230104,547.230104,547.230104,700,537.500000,0,0,0,0,0,0,547.166944,706.062986,1
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.166944,547.166944,547.166944,700,537.500000,0,0,0,0,0,0,547.103785,704.434236,1
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.103785,547.103785,547.103785,700,537.500000,0,0,0,0,0,0,547.040625,702.809306,1
0,0,0,366,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.040625,547.040625,547.040625,700,537.500000,0,0,0,0,0,0,546.977604,701.190417,2
535320.462222,563748.248889,664952.728889,674.000017,15.804055,0.074546,0.334279,0.388002,0.405224,0.230881,0.479076,0.480755,0.500681,0.455791,361.593531,338.812113,357.550666,218.906101,16.792348,11.662739,230.275282,161.228997,72.986326,76.969468,47.421972,265.875036,93.651251,103.001880,69.221912,661.256059,661.171476,661.894566,697.856293,546.398941,568.422187,559.827769,559.912344,674.121806,674.121806,674.121806,547.120920,707.229219,4
517337.457778,547081.920000,699582.648889,526,118.375321,0.446006,0.463888,0.569905,0.530225,0.333613,0.735074,0.748576,0.745865,0.710780,541.315911,541.316344,531.209235,407.194400,100.092101,93.622708,370.008889,224.905694,115.872370,113.737752,87.489418,430.425707,155.082364,152.580107,122.763218,717.717708,717.760833,718.354028,700.775833,523.541806,560.068229,560.248125,560.205000,730,730,730,546.881910,714.884028,6
510496.355556,549191.644444,704244.337778,902,522.997361,0.446107,0.512251,0.643980,0.540436,0.394784,0.815682,0.821614,0.815978,0.809453,1198.443378,1198.444337,1025.349403,950.535160,100.273490,89.683012,789.668472,236.264618,255.079097,218.762639,203.032656,815.026347,296.532196,267.716036,250.778098,715.682917,716.089236,716.282778,700.548611,552.431944,569.015486,561.199028,560.792639,730,730,730,548.271285,715.211250,9
495881.742222,591891.271111,676184.462222,17,330.772708,0.496654,0.530762,0.666878,0.515629,0.444188,0.085572,0.088221,0.084905,0.083589,2.327911,2.327913,1.968473,1.905713,100.153038,97.080200,1.620869,206.670122,0.520802,0.440734,0.426745,15.916103,5.621774,5.188333,5.105996,725.683264,725.822361,725.848750,700.565903,529.050868,561.200000,552.588021,552.448889,730,730,730,547.476076,714.557083,10
491459.306667,635243.804444,637237.191111,175,223.101302,0.496317,0.535110,0.672256,0.476992,0.487274,0.548409,0.556990,0.540862,0.547374,151.157294,151.157415,131.509903,136.192178,100.347995,96.349427,106.619627,207.372448,32.942789,28.702715,29.713859,165.182809,57.817640,53.026098,54.339071,720.310903,720.563264,720.500417,700.669583,529.017361,561.200000,557.165174,556.912812,730,730,730,546.778264,714.672778,11
